id,name,popularity,explicit,duration_ms,album_name,album_release_date,artist_names,artist_ids,lyrics
1CMnN99DTBeoWXtpNaLB2x,Feel Like - Crandon Park Sunrise Edit,27,False,212749,Feel Like (Crandon Park Sunrise Edit),2025-03-07,"Zemyu, Nimiwari, Crandon Park","2tVbTOwMJMnXrlEIih1aYO, 3Ak0NSTsGJxdRgizC4GseU, 4LRsoQvvdoj9acCuulz9ah",
7qq1ziqnW47YMXPXjZLbhl,A Place For Everything,35,False,171000,A Place For Everything,2020-08-21,A.M.R,1VYDrE9BSCRxSX8VHVJZNc,
0FmRg5WRovLobLLeUiMXwo,Night Walk,31,False,283267,Erased Dreams,2022-07-11,YOTTO,5Dyfxq0ZrFjjeFBdSNxDbo,
1aqMPbujmyYY5sFz4mlBiZ,Burned with Desire - Chill out Mix,19,False,152880,Relaxed,2020-05-29,"Armin van Buuren, Justine Suissa","0SfsnGyD8FpIN4U4WCkBZ5, 6UKSvQC8EQZUOKtUaj5uCj",
4WLfTLxuKcLH88ljTCsoJz,Into the Light,23,False,306954,Into the Light,2022-06-24,Crandon Park,4LRsoQvvdoj9acCuulz9ah,
3pLlcz1uuEqas5TkVzGiRe,Awaken - Alternate Version,19,False,393333,Awaken (Alternate Version),2023-12-13,Alex Baker,0U6Adu2ODsqB9urN7BslVo,
1HzYnZssO30VTsI318es3Z,8,30,False,222608,8,2024-09-13,Below Clouds,28Ml3ItdZ6mbi1q7X8hvfw,
2UFxkZY89nGm83lcIUDl9B,Café del Mar - Michael Woods Remix Radio Edit,27,False,240948,Café Del Mar (The Anthems Edits),2013-12-31,"Energy 52, Michael Woods","0sElgscu7tp38PM1MtsUz7, 3G1QoWkaZ1CUnTLUb0CqtC",
7bqH0Gedklz5J6OJkuFv6X,Dreamer,16,False,154666,Dreamer,2024-07-04,Omni Two,37WY7cWPXVj5jeeNKhWuD8,
46pEhdhrG8ehyMcr5u0z62,Retreat,32,False,266500,Retreat,2024-03-01,"Martin Grotzke, Below Clouds","7eGZSIVdHDp2MSpEoPn1xO, 28Ml3ItdZ6mbi1q7X8hvfw",
1GzNJTAhYDIjN1WXJlXPBM,Whirl,42,False,290117,Wirbel,2023-07-21,"Janus Rasmussen, David Bergmüller","0F2fFVawIwHt6W9az6SPaA, 3ft977utbcwtn9thhB5JGw",
61fDVUg0y5xMtHqU2EGigy,Somewhere,28,False,240000,Somewhere,2018-08-18,"Anna B May, Wane of Summer","4f8xftSwQg3zaESuOElGVG, 2CVoWXSNmAOFn2GkO0oXcq",
